primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename,length,kfold
apapan,[],"['call', 'song', 'wing flutters']",22.1417,-159.6219,Himatione sanguinea,Apapane,Thomas Hamel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,09:30,https://www.xeno-canto.org/139974,apapan/XC139974.ogg,2717571,0
apapan,['aniani'],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/174948,apapan/XC174948.ogg,1223784,0
apapan,['saffin'],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/175215,apapan/XC175215.ogg,458919,1
apapan,"['spodov', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/175225,apapan/XC175225.ogg,2292924,1
apapan,[],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:30,https://www.xeno-canto.org/175230,apapan/XC175230.ogg,4753032,3
apapan,['houfin'],['call'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:30,https://www.xeno-canto.org/175233,apapan/XC175233.ogg,458919,2
apapan,['iiwi'],['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175507,apapan/XC175507.ogg,1310720,4
apapan,['iiwi'],['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175508,apapan/XC175508.ogg,313469,1
apapan,[],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,15:00,https://www.xeno-canto.org/210193,apapan/XC210193.ogg,449724,3
apapan,[],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:00,https://www.xeno-canto.org/210194,apapan/XC210194.ogg,804153,1
apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210195,apapan/XC210195.ogg,362789,0
apapan,[],"['male', 'song']",22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:00,https://www.xeno-canto.org/210197,apapan/XC210197.ogg,1997009,3
apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210198,apapan/XC210198.ogg,1370070,2
apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,17:00,https://www.xeno-canto.org/210199,apapan/XC210199.ogg,1017313,2
apapan,[],['song'],22.0815,-159.555,Himatione sanguinea,Apapane,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/219958,apapan/XC219958.ogg,1763788,1
apapan,['apapan'],['song'],22.0815,-159.555,Himatione sanguinea,Apapane,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/219959,apapan/XC219959.ogg,1664313,3
apapan,[],['call'],19.6725,-155.3876,Himatione sanguinea,Apapane,Todd Mark,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:30,https://www.xeno-canto.org/252590,apapan/XC252590.ogg,1803076,1
apapan,[],['song'],22.1484,-159.6277,Himatione sanguinea,Apapane,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,10:00,https://www.xeno-canto.org/256220,apapan/XC256220.ogg,1582393,1
apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,13:45,https://www.xeno-canto.org/27308,apapan/XC27308.ogg,468950,3
apapan,['warwhe1'],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,09:45,https://www.xeno-canto.org/27317,apapan/XC27317.ogg,2027938,4
apapan,[],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,12:00,https://www.xeno-canto.org/27318,apapan/XC27318.ogg,337711,4
apapan,"['hawama', 'iiwi', 'omao']",['song'],19.6814,-155.3976,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:45,https://www.xeno-canto.org/27327,apapan/XC27327.ogg,1540598,2
apapan,[],['song'],22.1506,-159.6406,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,11:45,https://www.xeno-canto.org/27330,apapan/XC27330.ogg,2086452,4
apapan,[],['song'],22.1506,-159.6406,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,12:00,https://www.xeno-canto.org/27331,apapan/XC27331.ogg,1106756,3
apapan,"['warwhe1', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,06:15,https://www.xeno-canto.org/27340,apapan/XC27340.ogg,1703602,2
apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,10:00,https://www.xeno-canto.org/27367,apapan/XC27367.ogg,474802,1
apapan,"['hawama', 'iiwi']",['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,13:10,https://www.xeno-canto.org/27369,apapan/XC27369.ogg,3335314,1
apapan,[],['song'],22.1493,-159.6099,Himatione sanguinea,Apapane,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:30,https://www.xeno-canto.org/314499,apapan/XC314499.ogg,930377,4
apapan,[],['call'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,07:33,https://www.xeno-canto.org/326575,apapan/XC326575.ogg,2454528,3
apapan,['iiwi'],"['call', 'song']",20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,07:37,https://www.xeno-canto.org/326577,apapan/XC326577.ogg,3148800,0
apapan,[],['call'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:08,https://www.xeno-canto.org/327341,apapan/XC327341.ogg,608549,0
apapan,[],['call'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:03,https://www.xeno-canto.org/327355,apapan/XC327355.ogg,3174144,2
apapan,['apapan'],['song'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:21,https://www.xeno-canto.org/327362,apapan/XC327362.ogg,3624542,2
apapan,[],['song'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,06:22,https://www.xeno-canto.org/327363,apapan/XC327363.ogg,1763328,2
apapan,[],['song'],19.4145,-155.242,Himatione sanguinea,Apapane,Craig Robertson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,13:30,https://www.xeno-canto.org/336995,apapan/XC336995.ogg,812513,2
apapan,['oahama'],['song'],21.399,-157.898,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:00,https://www.xeno-canto.org/368428,apapan/XC368428.ogg,279197,4
apapan,[],['song'],19.4424,-155.315,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:43,https://www.xeno-canto.org/385165,apapan/XC385165.ogg,5782272,3
apapan,[],['song'],20.7123,-156.3029,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:58,https://www.xeno-canto.org/385295,apapan/XC385295.ogg,3323904,1
apapan,[],"['song', 'wing sounds']",20.7123,-156.3029,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:46,https://www.xeno-canto.org/385332,apapan/XC385332.ogg,2761728,0
apapan,[],['call'],19.4469,-155.3036,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:22,https://www.xeno-canto.org/385474,apapan/XC385474.ogg,199680,0
apapan,[],['song'],21.412,-158.0987,Himatione sanguinea,Apapane,Sean Erroll MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:53,https://www.xeno-canto.org/454885,apapan/XC454885.ogg,1672673,0
apapan,['jabwar'],['call'],21.4104,-158.0977,Himatione sanguinea,Apapane,Sean Erroll MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:04,https://www.xeno-canto.org/454887,apapan/XC454887.ogg,2515278,2
apapan,[],"['sex uncertain', 'song']",22.1477,-159.6312,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:59,https://www.xeno-canto.org/503602,apapan/XC503602.ogg,1332480,4
apapan,['redjun'],"['adult', 'sex uncertain', 'song']",22.1477,-159.6312,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:01,https://www.xeno-canto.org/503604,apapan/XC503604.ogg,2485248,4
apapan,['hawama'],"['adult', 'call', 'sex uncertain', 'subsong']",20.7692,-156.2346,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:37,https://www.xeno-canto.org/503719,apapan/XC503719.ogg,873504,4
apapan,['iiwi'],"['adult', 'call', 'sex uncertain']",20.7692,-156.2346,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:38,https://www.xeno-canto.org/503849,apapan/XC503849.ogg,3894528,0
apapan,[],"['adult', 'sex uncertain', 'song']",22.1484,-159.6277,Himatione sanguinea,Apapane,Rick Sharloch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/505432,apapan/XC505432.ogg,1765482,3
arcter,[],['call'],56.0058,-3.5162,Sterna paradisaea,Arctic Tern,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,07:30,https://www.xeno-canto.org/133801,arcter/XC133801.ogg,260807,1
arcter,[],['call'],60.6133,17.9235,Sterna paradisaea,Arctic Tern,Jelmer Poelstra,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,06:40,https://www.xeno-canto.org/135277,arcter/XC135277.ogg,2049672,2
arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:00,https://www.xeno-canto.org/139656,arcter/XC139656.ogg,708096,4
arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:00,https://www.xeno-canto.org/139657,arcter/XC139657.ogg,754176,2
arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:00,https://www.xeno-canto.org/139658,arcter/XC139658.ogg,1644288,3
arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,20:45,https://www.xeno-canto.org/139659,arcter/XC139659.ogg,367104,1
arcter,[],['call'],64.4669,-164.7537,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,08:00,https://www.xeno-canto.org/140733,arcter/XC140733.ogg,1337856,0
arcter,[],"['call', 'social calls']",54.2655,8.8444,Sterna paradisaea,Arctic Tern,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,21:56,https://www.xeno-canto.org/141787,arcter/XC141787.ogg,4885943,2
arcter,[],"['alarm call', 'flight call']",54.2655,8.8444,Sterna paradisaea,Arctic Tern,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,19:55,https://www.xeno-canto.org/142818,arcter/XC142818.ogg,6724963,3
arcter,[],"['call', 'flight call']",78.247,15.392,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,14:00,https://www.xeno-canto.org/148887,arcter/XC148887.ogg,1028352,3
arcter,['eurwig'],['call'],69.598,18.823,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,06:30,https://www.xeno-canto.org/157364,arcter/XC157364.ogg,2043648,0
arcter,[],['song'],61.0781,21.2991,Sterna paradisaea,Arctic Tern,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,06:00,https://www.xeno-canto.org/163353,arcter/XC163353.ogg,2562090,0
arcter,[],['call'],60.116,-149.4387,Sterna paradisaea,Arctic Tern,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:43,https://www.xeno-canto.org/177388,arcter/XC177388.ogg,3180669,0
arcter,[],['call'],60.116,-149.4387,Sterna paradisaea,Arctic Tern,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:47,https://www.xeno-canto.org/177389,arcter/XC177389.ogg,3184849,2
arcter,[],['call'],46.98,7.038,Sterna paradisaea,Arctic Tern,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/180832,arcter/XC180832.ogg,1845504,2
arcter,[],['call'],46.98,7.038,Sterna paradisaea,Arctic Tern,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:30,https://www.xeno-canto.org/183826,arcter/XC183826.ogg,396288,4
arcter,[],"['call', 'flight call']",46.98,7.038,Sterna paradisaea,Arctic Tern,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:30,https://www.xeno-canto.org/183834,arcter/XC183834.ogg,846336,4
arcter,[],['call'],46.9834,7.0348,Sterna paradisaea,Arctic Tern,Pascal Christe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:30,https://www.xeno-canto.org/184107,arcter/XC184107.ogg,436992,3
arcter,[],"['call', 'flight call']",78.925,11.9276,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:00,https://www.xeno-canto.org/186403,arcter/XC186403.ogg,681984,2
arcter,[],"['call', 'flight call']",78.925,11.9276,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,21:00,https://www.xeno-canto.org/186405,arcter/XC186405.ogg,1342464,1
arcter,[],"['call', 'flight call']",78.925,11.9276,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,21:00,https://www.xeno-canto.org/186407,arcter/XC186407.ogg,877824,4
arcter,[],['alarm call'],71.0764,28.2091,Sterna paradisaea,Arctic Tern,Rob van Bemmelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:00,https://www.xeno-canto.org/198122,arcter/XC198122.ogg,769881,3
arcter,[],"['call', 'flight call']",69.5667,18.6001,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:00,https://www.xeno-canto.org/210268,arcter/XC210268.ogg,1130496,1
arcter,[],"['call', 'flight call']",69.5667,18.6001,Sterna paradisaea,Arctic Tern,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:00,https://www.xeno-canto.org/210269,arcter/XC210269.ogg,1047552,2
arcter,[],['call'],65.0167,25.4501,Sterna paradisaea,Arctic Tern,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,xx:xx,https://www.xeno-canto.org/25068,arcter/XC25068.ogg,1467873,1
arcter,[],['call'],65.0167,25.4501,Sterna paradisaea,Arctic Tern,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,xx:xx,https://www.xeno-canto.org/25071,arcter/XC25071.ogg,261642,0
arcter,[],['calls by attacking male'],67.5167,17.5334,Sterna paradisaea,Arctic Tern,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,xx:xx,https://www.xeno-canto.org/25176,arcter/XC25176.ogg,302602,3
arcter,[],['Alarmcalls'],68.4303,18.2576,Sterna paradisaea,Arctic Tern,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,?,https://www.xeno-canto.org/27035,arcter/XC27035.ogg,4008229,1
arcter,[],"['alarm call', 'call', 'flight call']",61.124,-151.1033,Sterna paradisaea,Arctic Tern,Garrett MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/283636,arcter/XC283636.ogg,1187840,0
arcter,[],['call'],57.7112,18.3714,Sterna paradisaea,Arctic Tern,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:34,https://www.xeno-canto.org/287765,arcter/XC287765.ogg,1672673,2
arcter,[],['call'],57.7112,18.3714,Sterna paradisaea,Arctic Tern,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:38,https://www.xeno-canto.org/287766,arcter/XC287766.ogg,446380,1
arcter,[],['call'],57.6923,18.3513,Sterna paradisaea,Arctic Tern,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,03:35,https://www.xeno-canto.org/287768,arcter/XC287768.ogg,810841,4
arcter,[],['display'],53.9815,-2.8728,Sterna paradisaea,Arctic Tern,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,08:30,https://www.xeno-canto.org/294481,arcter/XC294481.ogg,579291,2
arcter,[],['Call'],58.4439,14.4687,Sterna paradisaea,Arctic Tern,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,?,https://www.xeno-canto.org/30166,arcter/XC30166.ogg,2214348,0
arcter,[],['flight call'],64.0495,-16.1805,Sterna paradisaea,Arctic Tern,Joss Deffarges,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,01:24,https://www.xeno-canto.org/308958,arcter/XC308958.ogg,407092,3
arcter,[],['call'],56.1836,-2.5518,Sterna paradisaea,Arctic Tern,Marco Preziosi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:00,https://www.xeno-canto.org/321008,arcter/XC321008.ogg,578304,0
arcter,[],"['alarm call', 'flight call']",56.1836,-2.5518,Sterna paradisaea,Arctic Tern,Marco Preziosi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:00,https://www.xeno-canto.org/321009,arcter/XC321009.ogg,929280,3
arcter,[],['call'],61.0781,21.2991,Sterna paradisaea,Arctic Tern,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/343119,arcter/XC343119.ogg,191425,4
arcter,[],"['alarm call', 'courtship call']",58.7926,17.8554,Sterna paradisaea,Arctic Tern,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:00,https://www.xeno-canto.org/367581,arcter/XC367581.ogg,1241856,2
arcter,[],['flight call'],60.044,24.2574,Sterna paradisaea,Arctic Tern,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:33,https://www.xeno-canto.org/367634,arcter/XC367634.ogg,430080,1
arcter,[],['flight call'],59.8318,23.0871,Sterna paradisaea,Arctic Tern,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:25,https://www.xeno-canto.org/370355,arcter/XC370355.ogg,914688,1
arcter,[],['flight call'],59.8318,23.0871,Sterna paradisaea,Arctic Tern,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:35,https://www.xeno-canto.org/370357,arcter/XC370357.ogg,889344,0
arcter,[],['call'],78.218468,15.647879,Sterna paradisaea,Arctic Tern,David Farrow,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,?:?,https://www.xeno-canto.org/37419,arcter/XC37419.ogg,1563167,4
arcter,[],['flight call'],67.6375,52.9032,Sterna paradisaea,Arctic Tern,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,23:00,https://www.xeno-canto.org/378021,arcter/XC378021.ogg,993907,4
arcter,[],['alarm call'],67.6375,52.9032,Sterna paradisaea,Arctic Tern,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,23:00,https://www.xeno-canto.org/378023,arcter/XC378023.ogg,327680,3
